drugbank_id	chembl_id
DB01148	CHEMBL1493
DB01149	CHEMBL1200492
DB01149	CHEMBL623
DB01150	CHEMBL1201017
DB01150	CHEMBL1742
DB01150	CHEMBL276568
DB01150	CHEMBL3184906
DB01150	CHEMBL3193219
DB01150	CHEMBL3301800
DB01150	CHEMBL3302259
DB01151	CHEMBL1696
DB01151	CHEMBL227644
DB01151	CHEMBL72
DB01153	CHEMBL1200725
DB01153	CHEMBL1201196
DB01153	CHEMBL1410877
DB01154	CHEMBL1201065
DB01154	CHEMBL440
DB01155	CHEMBL1200621
DB01155	CHEMBL251671
DB01155	CHEMBL430
DB01156	CHEMBL1201735
DB01156	CHEMBL1698
DB01156	CHEMBL249669
DB01156	CHEMBL251643
DB01156	CHEMBL894
DB01157	CHEMBL119
DB01157	CHEMBL2007423
DB01157	CHEMBL2218878
DB01157	CHEMBL2358886
DB01157	CHEMBL48424
DB01158	CHEMBL1095292
DB01158	CHEMBL1199080
DB01158	CHEMBL1895543
DB01159	CHEMBL3250431
DB01159	CHEMBL931
DB01160	CHEMBL1200391
DB01160	CHEMBL1200896
DB01160	CHEMBL1369536
DB01160	CHEMBL1592632
DB01160	CHEMBL1594107
DB01160	CHEMBL1628652
DB01160	CHEMBL1894513
DB01160	CHEMBL1903583
DB01160	CHEMBL2138280
DB01160	CHEMBL2220614
DB01160	CHEMBL3186668
DB01160	CHEMBL815
DB01161	CHEMBL1179047
DB01161	CHEMBL944
DB01162	CHEMBL1201091
DB01162	CHEMBL1256665
DB01162	CHEMBL1481149
DB01162	CHEMBL1554413
DB01162	CHEMBL611
DB01163	CHEMBL1204895
DB01163	CHEMBL1204926
DB01163	CHEMBL1204938
DB01163	CHEMBL1206579
DB01163	CHEMBL1206590
DB01163	CHEMBL1590255
DB01163	CHEMBL258646
DB01163	CHEMBL285438
DB01163	CHEMBL286095
DB01163	CHEMBL33900
DB01163	CHEMBL35138
DB01163	CHEMBL35325
DB01163	CHEMBL35639
DB01163	CHEMBL356512
DB01163	CHEMBL530
DB01164	CHEMBL1200668
DB01164	CHEMBL1231821
DB01164	CHEMBL19429
DB01164	CHEMBL2106539
DB01164	CHEMBL2107795
DB01165	CHEMBL2237108
DB01165	CHEMBL33
DB01165	CHEMBL4
DB01165	CHEMBL420937
DB01165	CHEMBL556371
DB01166	CHEMBL799
DB01167	CHEMBL1835949
DB01167	CHEMBL1835950
DB01167	CHEMBL1835951
DB01167	CHEMBL1835952
DB01167	CHEMBL1835953
DB01167	CHEMBL1835954
DB01167	CHEMBL1835955
DB01167	CHEMBL22587
DB01167	CHEMBL368373
DB01167	CHEMBL454471
DB01167	CHEMBL64391
DB01168	CHEMBL1200410
DB01168	CHEMBL1321
DB01170	CHEMBL1345
DB01170	CHEMBL2051958
DB01170	CHEMBL765
DB01171	CHEMBL86304
DB01172	CHEMBL1384
DB01172	CHEMBL1446
DB01172	CHEMBL1486384
DB01172	CHEMBL1487860
DB01172	CHEMBL1512386
DB01172	CHEMBL1623920
DB01172	CHEMBL223520
DB01172	CHEMBL266589
DB01172	CHEMBL346103
DB01173	CHEMBL1200395
DB01173	CHEMBL1201023
DB01173	CHEMBL1354398
DB01173	CHEMBL900
DB01174	CHEMBL149972
DB01174	CHEMBL1909287
DB01174	CHEMBL40
DB01174	CHEMBL545356
DB01175	CHEMBL1200322
DB01175	CHEMBL1200781
DB01175	CHEMBL1508
DB01175	CHEMBL1628605
DB01175	CHEMBL399730
DB01175	CHEMBL549
DB01176	CHEMBL1200497
DB01176	CHEMBL1324714
DB01176	CHEMBL648
DB01177	CHEMBL1117
DB01177	CHEMBL1200976
DB01177	CHEMBL1515691
DB01177	CHEMBL1974170
DB01177	CHEMBL2093886
DB01177	CHEMBL2094054
DB01177	CHEMBL2109823
DB01177	CHEMBL2110039
DB01177	CHEMBL25839
DB01178	CHEMBL1200714
DB01178	CHEMBL1372302
DB01178	CHEMBL1742126
DB01179	CHEMBL1330659
DB01179	CHEMBL21260
DB01179	CHEMBL24706
DB01179	CHEMBL273648
DB01179	CHEMBL282256
DB01179	CHEMBL283120
DB01179	CHEMBL310129
DB01179	CHEMBL3244929
DB01179	CHEMBL3245431
DB01179	CHEMBL61
DB01180	CHEMBL1612623
DB01180	CHEMBL1668
DB01180	CHEMBL3182071
DB01181	CHEMBL1024
DB01181	CHEMBL342466
DB01182	CHEMBL1201063
DB01182	CHEMBL1256654
DB01182	CHEMBL1322675
DB01182	CHEMBL1788268
DB01182	CHEMBL631
DB01183	CHEMBL1161393
DB01183	CHEMBL1377090
DB01183	CHEMBL1398463
DB01183	CHEMBL1482236
DB01183	CHEMBL1512507
DB01183	CHEMBL1585944
DB01183	CHEMBL1718
DB01183	CHEMBL2373638
DB01183	CHEMBL3186613
DB01183	CHEMBL3249799
DB01183	CHEMBL80
DB01184	CHEMBL1513405
DB01184	CHEMBL219916
DB01185	CHEMBL1445
DB01185	CHEMBL302870
DB01186	CHEMBL1180810
DB01186	CHEMBL1275
DB01186	CHEMBL1317978
DB01186	CHEMBL1318657
DB01186	CHEMBL1408844
DB01186	CHEMBL144185
DB01186	CHEMBL1553768
DB01186	CHEMBL1617390
DB01186	CHEMBL1624111
DB01186	CHEMBL531
DB01188	CHEMBL1413
DB01188	CHEMBL242580
DB01189	CHEMBL1200733
DB01190	CHEMBL10766
DB01190	CHEMBL1200588
DB01190	CHEMBL1237059
DB01190	CHEMBL1452303
DB01190	CHEMBL1490142
DB01190	CHEMBL1590620
DB01190	CHEMBL1621082
DB01190	CHEMBL1753
DB01190	CHEMBL376185
DB01191	CHEMBL1887891
DB01191	CHEMBL2106217
DB01191	CHEMBL248702
DB01191	CHEMBL3183002
DB01191	CHEMBL438145
DB01191	CHEMBL87493
DB01192	CHEMBL1200794
DB01192	CHEMBL608538
DB01192	CHEMBL963
DB01193	CHEMBL1200813
DB01193	CHEMBL1455097
DB01193	CHEMBL642
DB01194	CHEMBL220491
DB01194	CHEMBL51533
DB01194	CHEMBL6750
DB01195	CHEMBL1200822
DB01195	CHEMBL251457
DB01195	CHEMBL398673
DB01195	CHEMBL652
DB01196	CHEMBL1575
DB01196	CHEMBL290686
DB01197	CHEMBL1560
DB01197	CHEMBL161170
DB01197	CHEMBL162360
DB01197	CHEMBL269634
DB01197	CHEMBL434965
DB01197	CHEMBL76577
DB01198	CHEMBL135400
DB01198	CHEMBL1522
DB01198	CHEMBL250053
DB01199	CHEMBL1365896
DB01199	CHEMBL1616987
DB01199	CHEMBL1687
DB01199	CHEMBL292280
DB01199	CHEMBL339427
DB01200	CHEMBL1200503
DB01200	CHEMBL1255752
DB01200	CHEMBL1347943
DB01200	CHEMBL1406446
DB01200	CHEMBL1476170
DB01200	CHEMBL1512050
DB01200	CHEMBL1587386
DB01200	CHEMBL1617204
DB01200	CHEMBL1619865
DB01200	CHEMBL1622947
DB01200	CHEMBL1625141
DB01200	CHEMBL1704964
DB01200	CHEMBL493
DB01201	CHEMBL1660
DB01201	CHEMBL3190412
DB01201	CHEMBL3207639
DB01201	CHEMBL430727
DB01202	CHEMBL1286
DB01202	CHEMBL1400561
DB01202	CHEMBL150361
DB01203	CHEMBL1473523
DB01203	CHEMBL255028
DB01203	CHEMBL3246776
DB01203	CHEMBL3246778
DB01203	CHEMBL400326
DB01203	CHEMBL521606
DB01203	CHEMBL649
DB01204	CHEMBL1200827
DB01204	CHEMBL1417019
DB01204	CHEMBL58
DB01205	CHEMBL357362
DB01205	CHEMBL407
DB01205	CHEMBL68606
DB01205	CHEMBL70504
DB01206	CHEMBL3250423
DB01206	CHEMBL3250424
DB01206	CHEMBL3250425
DB01206	CHEMBL514
DB01207	CHEMBL280728
DB01208	CHEMBL15273
DB01208	CHEMBL297992
DB01208	CHEMBL850
DB01209	CHEMBL1685
DB01209	CHEMBL3274787
DB01209	CHEMBL3305515
DB01210	CHEMBL1201177
DB01210	CHEMBL1201237
DB01210	CHEMBL1704116
DB01210	CHEMBL1793796
DB01210	CHEMBL2106021
DB01210	CHEMBL293030
DB01211	CHEMBL1671904
DB01211	CHEMBL1741
DB01211	CHEMBL3184688
DB01212	CHEMBL1200995
DB01212	CHEMBL1398589
DB01212	CHEMBL1412456
DB01212	CHEMBL1414236
DB01212	CHEMBL1559781
DB01212	CHEMBL161
DB01212	CHEMBL1619710
DB01212	CHEMBL1624218
DB01212	CHEMBL1697718
DB01212	CHEMBL1741130
DB01212	CHEMBL2028188
DB01212	CHEMBL3183968
DB01212	CHEMBL552182
DB01213	CHEMBL1256285
DB01213	CHEMBL1308
DB01214	CHEMBL1200947
DB01214	CHEMBL1291
DB01215	CHEMBL285674
DB01216	CHEMBL1358708
DB01216	CHEMBL710
DB01216	CHEMBL74318
DB01217	CHEMBL1399
DB01218	CHEMBL1107
DB01218	CHEMBL1200901
DB01218	CHEMBL1966423
DB01219	CHEMBL1201288
DB01219	CHEMBL1354124
DB01219	CHEMBL1372753
DB01219	CHEMBL1375090
DB01219	CHEMBL1618718
DB01219	CHEMBL1725283
DB01219	CHEMBL1741132
DB01219	CHEMBL2067986
DB01219	CHEMBL928
DB01220	CHEMBL1327624
DB01220	CHEMBL1467058
DB01220	CHEMBL1617
DB01220	CHEMBL3186684
DB01221	CHEMBL1714
DB01221	CHEMBL2364609
DB01221	CHEMBL395091
DB01221	CHEMBL467505
DB01221	CHEMBL742
DB01222	CHEMBL1355978
DB01222	CHEMBL1364024
DB01222	CHEMBL1370
DB01222	CHEMBL1433436
DB01222	CHEMBL1434334
DB01222	CHEMBL2104948
DB01222	CHEMBL2110662
DB01222	CHEMBL3188153
DB01223	CHEMBL1370561
DB01223	CHEMBL190
DB01223	CHEMBL816
DB01224	CHEMBL1200911
DB01224	CHEMBL3188993
DB01224	CHEMBL716
DB01226	CHEMBL1182833
DB01226	CHEMBL984
DB01227	CHEMBL1200817
DB01227	CHEMBL1514
DB01227	CHEMBL170179
DB01227	CHEMBL2105619
DB01227	CHEMBL2107793
DB01228	CHEMBL2106155
DB01228	CHEMBL315838
DB01229	CHEMBL137050
DB01229	CHEMBL1394061
DB01229	CHEMBL1394818
DB01229	CHEMBL304291
DB01229	CHEMBL3195687
DB01229	CHEMBL341418
DB01229	CHEMBL352705
DB01229	CHEMBL372351
DB01229	CHEMBL428647
DB01229	CHEMBL44384
DB01229	CHEMBL503883
DB01229	CHEMBL533732
DB01229	CHEMBL601767
DB01229	CHEMBL70362
DB01230	CHEMBL1177
DB01231	CHEMBL1529
DB01231	CHEMBL2105784
DB01231	CHEMBL936
DB01232	CHEMBL114
DB01232	CHEMBL1354734
DB01232	CHEMBL1626453
DB01232	CHEMBL282042
DB01232	CHEMBL321448
DB01232	CHEMBL405969
DB01232	CHEMBL438376
DB01232	CHEMBL73880
DB01232	CHEMBL83506
DB01233	CHEMBL1200940
DB01233	CHEMBL1256771
DB01233	CHEMBL327094
DB01233	CHEMBL86
DB01234	CHEMBL1354141
DB01234	CHEMBL1358636
DB01234	CHEMBL1377507
DB01234	CHEMBL1393513
DB01234	CHEMBL1398119
DB01234	CHEMBL1610678
DB01234	CHEMBL1698267
DB01234	CHEMBL1723662
DB01234	CHEMBL384467
DB01234	CHEMBL632
DB01235	CHEMBL1009
DB01235	CHEMBL211670
DB01235	CHEMBL351042
DB01236	CHEMBL1200694
DB01237	CHEMBL1200967
DB01237	CHEMBL1201245
DB01238	CHEMBL1112
DB01239	CHEMBL1256658
DB01239	CHEMBL1406274
DB01239	CHEMBL90125
DB01239	CHEMBL908
DB01240	CHEMBL1139
DB01240	CHEMBL1742490
DB01240	CHEMBL962
DB01241	CHEMBL457
DB01242	CHEMBL1200710
DB01242	CHEMBL415
DB01243	CHEMBL1200596
DB01244	CHEMBL1008
DB01244	CHEMBL1200382
DB01244	CHEMBL1257078
DB01244	CHEMBL251075
DB01244	CHEMBL400696
DB01245	CHEMBL1134
DB01245	CHEMBL1190
DB01245	CHEMBL1477104
DB01246	CHEMBL1237060
DB01246	CHEMBL1434588
DB01246	CHEMBL1713082
DB01246	CHEMBL2062336
DB01246	CHEMBL829
DB01247	CHEMBL1201168
DB01248	CHEMBL1510899
DB01248	CHEMBL186069
DB01248	CHEMBL318124
DB01248	CHEMBL355805
DB01248	CHEMBL405459
DB01248	CHEMBL92
DB01249	CHEMBL1200507
DB01249	CHEMBL1434196
DB01250	CHEMBL1201013
DB01250	CHEMBL1208644
DB01250	CHEMBL3187425
DB01250	CHEMBL425
DB01251	CHEMBL383634
DB01252	CHEMBL1603301
DB01252	CHEMBL3186914
DB01252	CHEMBL471498
DB01253	CHEMBL119443
DB01253	CHEMBL1213135
DB01253	CHEMBL1328503
DB01253	CHEMBL1368134
DB01253	CHEMBL1555758
DB01253	CHEMBL1617719
DB01254	CHEMBL1421
DB01255	CHEMBL1201178
DB01255	CHEMBL1201222
DB01256	CHEMBL409542
DB01259	CHEMBL1201179
DB01259	CHEMBL554
DB01260	CHEMBL1201109
DB01260	CHEMBL1871261
DB01260	CHEMBL3182957
DB01261	CHEMBL1201174
DB01261	CHEMBL1422
DB01261	CHEMBL3185489
DB01261	CHEMBL393336
DB01261	CHEMBL539077
DB01262	CHEMBL117470
DB01262	CHEMBL1201129
DB01262	CHEMBL2001850
DB01263	CHEMBL1397
DB01263	CHEMBL1908108
DB01263	CHEMBL199710
DB01263	CHEMBL221872
DB01263	CHEMBL371938
DB01263	CHEMBL371939
DB01264	CHEMBL1201127
DB01264	CHEMBL1323
DB01264	CHEMBL175231
DB01264	CHEMBL179266
DB01264	CHEMBL262307
DB01264	CHEMBL3198495
DB01265	CHEMBL2067985
DB01265	CHEMBL211174
DB01265	CHEMBL374731
DB01265	CHEMBL42372
DB01265	CHEMBL52609
DB01265	CHEMBL6497
DB01267	CHEMBL1201732
DB01267	CHEMBL1621
DB01267	CHEMBL2361980
DB01268	CHEMBL1567
DB01268	CHEMBL1990885
DB01268	CHEMBL3109278
DB01268	CHEMBL535
DB01273	CHEMBL1201135
DB01273	CHEMBL1396
DB01273	CHEMBL2062259
DB01273	CHEMBL2358534
DB01273	CHEMBL556954
DB01274	CHEMBL1200811
DB01274	CHEMBL1256786
DB01274	CHEMBL1363
DB01274	CHEMBL1433762
DB01274	CHEMBL1893395
DB01274	CHEMBL1895091
DB01274	CHEMBL1951071
DB01274	CHEMBL2133469
DB01274	CHEMBL2303638
DB01274	CHEMBL2357761
DB01274	CHEMBL3184383
DB01274	CHEMBL605993
DB01275	CHEMBL276832
DB01275	CHEMBL542541
DB01280	CHEMBL1201112
DB01280	CHEMBL1513356
DB01280	CHEMBL406852
DB01282	CHEMBL3301668
DB01283	CHEMBL404108
DB01288	CHEMBL1160705
DB01288	CHEMBL229476
DB01288	CHEMBL229477
DB01288	CHEMBL32800
DB01288	CHEMBL388570
DB01288	CHEMBL389390
DB01288	CHEMBL537445
DB01289	CHEMBL2106618
DB01291	CHEMBL1094966
DB01291	CHEMBL1200444
DB01291	CHEMBL1589998
DB01291	CHEMBL1997417
DB01294	CHEMBL1098659
DB01294	CHEMBL1232306
DB01294	CHEMBL2105800
DB01294	CHEMBL2106489
DB01294	CHEMBL424
DB01295	CHEMBL2106060
DB01295	CHEMBL314010
DB01296	CHEMBL1707007
DB01296	CHEMBL2146113
DB01296	CHEMBL2316229
DB01296	CHEMBL234432
DB01296	CHEMBL3183083
DB01296	CHEMBL3304228
DB01296	CHEMBL493287
DB01296	CHEMBL606759
DB01297	CHEMBL1358416
DB01297	CHEMBL6995
DB01298	CHEMBL1201056
DB01299	CHEMBL1539
DB01299	CHEMBL3137690
DB01301	CHEMBL1237046
DB01301	CHEMBL1441971
DB01301	CHEMBL1514090
DB01301	CHEMBL1999395
DB01301	CHEMBL2010387
DB01301	CHEMBL2105868
DB01301	CHEMBL261458
DB01301	CHEMBL3182609
DB01303	CHEMBL1200434
DB01303	CHEMBL920
DB01319	CHEMBL1200734
DB01319	CHEMBL1664
DB01319	CHEMBL2106751
DB01320	CHEMBL1201336
DB01320	CHEMBL919
DB01321	CHEMBL1326015
DB01321	CHEMBL1671903
DB01321	CHEMBL1995525
DB01321	CHEMBL224436
DB01321	CHEMBL2361089
DB01321	CHEMBL329011
DB01324	CHEMBL1587
DB01325	CHEMBL1457003
DB01325	CHEMBL1532
DB01326	CHEMBL1146
DB01326	CHEMBL1360024
DB01326	CHEMBL1485048
DB01326	CHEMBL1552232
DB01326	CHEMBL1624504
DB01326	CHEMBL173793
DB01326	CHEMBL3230485
DB01327	CHEMBL1200523
DB01327	CHEMBL1356777
DB01327	CHEMBL1435
DB01327	CHEMBL1475140
DB01327	CHEMBL1616371
DB01327	CHEMBL172840
DB01327	CHEMBL224870
DB01328	CHEMBL1201005
DB01328	CHEMBL1601
DB01328	CHEMBL2105997
DB01329	CHEMBL1200482
DB01329	CHEMBL1331919
DB01329	CHEMBL1551899
DB01329	CHEMBL1572125
DB01329	CHEMBL1697715
DB01329	CHEMBL3137674
DB01329	CHEMBL3196359
DB01329	CHEMBL507674
DB01330	CHEMBL1201098
DB01330	CHEMBL1552409
DB01330	CHEMBL474579
DB01331	CHEMBL1200530
DB01331	CHEMBL1591515
DB01331	CHEMBL1612051
DB01331	CHEMBL1625732
DB01331	CHEMBL520373
DB01331	CHEMBL996
DB01332	CHEMBL1201019
DB01332	CHEMBL528
DB01332	CHEMBL551654
DB01333	CHEMBL1161461
DB01333	CHEMBL1395893
DB01333	CHEMBL1489127
DB01333	CHEMBL1604
DB01333	CHEMBL446408
DB01336	CHEMBL1259
DB01336	CHEMBL1626566
DB01336	CHEMBL1626567
DB01336	CHEMBL1710989
DB01336	CHEMBL1739
DB01336	CHEMBL2105841
DB01336	CHEMBL411068
DB01336	CHEMBL429185
DB01337	CHEMBL1200757
DB01337	CHEMBL1398610
DB01337	CHEMBL1516477
DB01337	CHEMBL1550886
DB01337	CHEMBL1728186
DB01337	CHEMBL185073
DB01337	CHEMBL1904594
DB01337	CHEMBL1907142
DB01337	CHEMBL2140965
DB01337	CHEMBL3185428
DB01338	CHEMBL1200722
DB01338	CHEMBL1201206
DB01339	CHEMBL1200629
DB01339	CHEMBL1201219
DB01339	CHEMBL3184564
DB01340	CHEMBL515606
DB01342	CHEMBL315021
DB01346	CHEMBL1294
DB01346	CHEMBL1358565
DB01346	CHEMBL1364159
DB01346	CHEMBL149972
DB01346	CHEMBL15088
DB01346	CHEMBL1616938
DB01346	CHEMBL170
DB01346	CHEMBL1741006
DB01346	CHEMBL1878119
DB01346	CHEMBL1909287
DB01346	CHEMBL21578
DB01346	CHEMBL2355467
DB01346	CHEMBL387326
DB01346	CHEMBL40
DB01346	CHEMBL407725
DB01346	CHEMBL460606
DB01346	CHEMBL512340
DB01346	CHEMBL522505
DB01346	CHEMBL545356
DB01346	CHEMBL576997
DB01346	CHEMBL601807
DB01346	CHEMBL97
DB01347	CHEMBL305544
DB01348	CHEMBL1200831
DB01348	CHEMBL2051988
DB01348	CHEMBL431
DB01349	CHEMBL432162
DB01351	CHEMBL2105941
DB01351	CHEMBL267894
DB01352	CHEMBL7863
DB01353	CHEMBL404422
DB01354	CHEMBL468837
DB01355	CHEMBL2104880
DB01355	CHEMBL7728
DB01357	CHEMBL1201151
DB01357	CHEMBL1435885
DB01357	CHEMBL3181849
DB01357	CHEMBL3230202
DB01359	CHEMBL1200363
DB01359	CHEMBL1290
DB01359	CHEMBL1318367
DB01359	CHEMBL2361370
DB01359	CHEMBL26362
DB01359	CHEMBL87418
DB01361	CHEMBL1404947
DB01361	CHEMBL1610778
DB01361	CHEMBL3184460
DB01361	CHEMBL564085
DB01362	CHEMBL1200455
DB01362	CHEMBL1335195
DB01364	CHEMBL1590
DB01364	CHEMBL1620154
DB01364	CHEMBL2110656
DB01364	CHEMBL2110905
DB01364	CHEMBL211456
DB01364	CHEMBL279157
DB01364	CHEMBL357080
DB01365	CHEMBL1200996
DB01365	CHEMBL1201234
DB01365	CHEMBL3184799
DB01366	CHEMBL1322218
DB01366	CHEMBL1478530
DB01366	CHEMBL160519
DB01366	CHEMBL3249705
DB01366	CHEMBL3249716
DB01366	CHEMBL3249717
DB01367	CHEMBL1201142
DB01367	CHEMBL1235738
DB01367	CHEMBL295093
DB01367	CHEMBL3186840
DB01367	CHEMBL887
DB01369	CHEMBL1200649
DB01369	CHEMBL3137691
DB01373	CHEMBL2146121
DB01375	CHEMBL1098659
DB01375	CHEMBL1232306
DB01375	CHEMBL2105800
DB01375	CHEMBL2106489
DB01375	CHEMBL773
DB01377	CHEMBL1200572
DB01380	CHEMBL110054
DB01380	CHEMBL1449288
DB01380	CHEMBL1650
DB01380	CHEMBL3185232
DB01380	CHEMBL3199689
DB01382	CHEMBL1697838
DB01384	CHEMBL1579
DB01388	CHEMBL1421212
DB01388	CHEMBL1534525
DB01388	CHEMBL45816
DB01390	CHEMBL1161632
DB01390	CHEMBL1353
DB01392	CHEMBL10347
DB01392	CHEMBL1257131
DB01392	CHEMBL1327758
DB01392	CHEMBL1330998
DB01392	CHEMBL1472740
DB01392	CHEMBL1473950
DB01392	CHEMBL1475803
DB01392	CHEMBL1514351
DB01392	CHEMBL15245
DB01392	CHEMBL1526082
DB01392	CHEMBL1531132
DB01392	CHEMBL1594925
DB01392	CHEMBL1625779
DB01392	CHEMBL196400
DB01392	CHEMBL1979348
DB01392	CHEMBL2079555
DB01392	CHEMBL31410
DB01392	CHEMBL465600
DB01392	CHEMBL537669
DB01393	CHEMBL264374
DB01394	CHEMBL107
DB01394	CHEMBL330320
DB01394	CHEMBL87
DB01395	CHEMBL1323295
DB01395	CHEMBL1509
DB01395	CHEMBL313503
DB01395	CHEMBL3186202
DB01396	CHEMBL1324812
DB01396	CHEMBL1899295
DB01396	CHEMBL254219
DB01396	CHEMBL267817
DB01397	CHEMBL2106755
DB01397	CHEMBL424
DB01398	CHEMBL424
DB01398	CHEMBL447868
DB01399	CHEMBL154111
DB01400	CHEMBL211471
DB01400	CHEMBL278020
DB01400	CHEMBL3084721
DB01400	CHEMBL3140318
DB01400	CHEMBL54126
DB01401	CHEMBL424
DB01401	CHEMBL920
DB01403	CHEMBL1323355
DB01403	CHEMBL1725730
DB01403	CHEMBL1764
DB01403	CHEMBL2104973
DB01405	CHEMBL2107495
DB01405	CHEMBL277100
DB01405	CHEMBL49071
DB01405	CHEMBL49282
DB01406	CHEMBL1479
DB01406	CHEMBL1493294
DB01406	CHEMBL1526543
DB01406	CHEMBL1551576
DB01406	CHEMBL1566522
DB01406	CHEMBL1604270
DB01406	CHEMBL1728895
DB01407	CHEMBL1330729
DB01407	CHEMBL1396140
DB01407	CHEMBL49080
DB01408	CHEMBL1337841
DB01408	CHEMBL1603534
DB01408	CHEMBL521589
DB01409	CHEMBL1182657
DB01409	CHEMBL1201307
DB01409	CHEMBL1900528
DB01409	CHEMBL2109908
DB01409	CHEMBL258622
DB01409	CHEMBL3189058
DB01409	CHEMBL3305968
DB01410	CHEMBL1593948
DB01410	CHEMBL2040682
DB01412	CHEMBL1114
DB01412	CHEMBL2106653
DB01412	CHEMBL2107522
DB01412	CHEMBL2107523
DB01413	CHEMBL1200962
DB01413	CHEMBL1436974
DB01413	CHEMBL186
DB01413	CHEMBL2219655
DB01414	CHEMBL2104099
DB01414	CHEMBL2110602
DB01415	CHEMBL1492385
DB01415	CHEMBL1605
DB01416	CHEMBL1672
DB01418	CHEMBL1317231
DB01418	CHEMBL397420
DB01419	CHEMBL345524
DB01420	CHEMBL114067
DB01420	CHEMBL114746
DB01420	CHEMBL114888
DB01420	CHEMBL1170
DB01420	CHEMBL1744467
DB01420	CHEMBL1744468
DB01420	CHEMBL1744469
DB01420	CHEMBL1744470
DB01420	CHEMBL1744471
DB01420	CHEMBL1744472
DB01420	CHEMBL1744479
DB01420	CHEMBL1744480
DB01420	CHEMBL1744481
DB01420	CHEMBL1744482
DB01420	CHEMBL1744483
DB01420	CHEMBL1744484
DB01420	CHEMBL297687
DB01420	CHEMBL324329
DB01421	CHEMBL1322152
DB01421	CHEMBL1395097
DB01421	CHEMBL1516135
DB01421	CHEMBL1533156
DB01421	CHEMBL1554479
DB01421	CHEMBL1623060
DB01421	CHEMBL1624130
DB01421	CHEMBL2206196
DB01421	CHEMBL370143
DB01422	CHEMBL1454910
DB01422	CHEMBL3251404
DB01423	CHEMBL2107531
DB01424	CHEMBL2104635
DB01424	CHEMBL288470
DB01425	CHEMBL1896987
DB01425	CHEMBL290194
DB01426	CHEMBL1434779
DB01426	CHEMBL1452040
DB01426	CHEMBL1460192
DB01426	CHEMBL1515845
DB01426	CHEMBL1525248
DB01426	CHEMBL2105617
DB01426	CHEMBL2356868
DB01426	CHEMBL2357792
DB01427	CHEMBL12856
DB01427	CHEMBL2096642
DB01428	CHEMBL1625
DB01429	CHEMBL1213033
DB01429	CHEMBL2104501
DB01430	CHEMBL1183717
DB01430	CHEMBL314610
DB01430	CHEMBL3181957
DB01431	CHEMBL1445549
DB01431	CHEMBL2105618
DB01431	CHEMBL3185133
DB01433	CHEMBL1200817
DB01433	CHEMBL1514
DB01433	CHEMBL170179
DB01433	CHEMBL2105619
DB01433	CHEMBL2107793
DB01434	CHEMBL309113
DB01435	CHEMBL1697834
DB01435	CHEMBL277474
DB01436	CHEMBL146077
DB01436	CHEMBL1601669
DB01436	CHEMBL2362510
DB01436	CHEMBL3198625
DB01437	CHEMBL1102
DB01438	CHEMBL1201022
DB01438	CHEMBL1242
DB01438	CHEMBL1355537
DB01438	CHEMBL1606101
DB01438	CHEMBL1625467
DB01439	CHEMBL2362021
DB01439	CHEMBL2365680
DB01440	CHEMBL1200682
DB01440	CHEMBL1342
DB01441	CHEMBL2140942
DB01441	CHEMBL2357882
DB01442	CHEMBL126506
DB01442	CHEMBL2361340
DB01444	CHEMBL2106265
DB01445	CHEMBL416526
DB01446	CHEMBL1788285
DB01446	CHEMBL2093087
DB01446	CHEMBL30713
DB01447	CHEMBL2355728
DB01452	CHEMBL2106627
DB01452	CHEMBL459324
DB01453	CHEMBL3188286
DB01453	CHEMBL3302622
DB01454	CHEMBL195390
DB01454	CHEMBL3189075
DB01454	CHEMBL382757
DB01454	CHEMBL43048
DB01459	CHEMBL2104149
DB01460	CHEMBL142936
DB01460	CHEMBL3184651
DB01461	CHEMBL2104309
DB01462	CHEMBL312040
DB01463	CHEMBL2106270
DB01463	CHEMBL7010
DB01464	CHEMBL2105078
DB01465	CHEMBL3188531
DB01465	CHEMBL3301866
DB01465	CHEMBL557773
DB01465	CHEMBL6737
DB01465	CHEMBL8642
DB01466	CHEMBL1202482
DB01466	CHEMBL1712170
DB01466	CHEMBL2107695
DB01466	CHEMBL25918
DB01467	CHEMBL1927028
DB01467	CHEMBL1927029
DB01467	CHEMBL2359793
DB01467	CHEMBL2360469
DB01467	CHEMBL8224
DB01468	CHEMBL2106526
DB01469	CHEMBL2104593
DB01470	CHEMBL2358736
DB01470	CHEMBL2365807
DB01471	CHEMBL259548
DB01471	CHEMBL455706
DB01472	CHEMBL2079629
DB01472	CHEMBL2448936
DB01472	CHEMBL278663
DB01472	CHEMBL536709
DB01473	CHEMBL14309
DB01473	CHEMBL14429
DB01473	CHEMBL1529817
DB01473	CHEMBL1623765
DB01473	CHEMBL3187964
DB01473	CHEMBL3246682
DB01473	CHEMBL3246683
DB01473	CHEMBL3301934
DB01475	CHEMBL2106284
DB01476	CHEMBL2104461
DB01477	CHEMBL11685
DB01477	CHEMBL1231461
DB01477	CHEMBL1336981
DB01477	CHEMBL140812
DB01477	CHEMBL1616102
DB01478	CHEMBL279865
DB01478	CHEMBL3188300
DB01480	CHEMBL2106063
DB01480	CHEMBL2110789
DB01480	CHEMBL3274693
DB01481	CHEMBL307632
DB01482	CHEMBL1231821
DB01482	CHEMBL19429
DB01482	CHEMBL2107591
DB01482	CHEMBL2111152
